Date,Adj Close
2015-08-24,232.488678
2015-08-31,234.903442
2015-09-07,252.085083
2015-09-14,248.507797
2015-09-21,243.102554
2015-09-28,243.346268
2015-10-05,234.903442
2015-10-12,259.209320
2015-10-19,266.941223
2015-10-26,268.607086
2015-11-02,262.894135
2015-11-09,263.527893
2015-11-16,270.345490
2015-11-23,269.575867
2015-11-30,272.699371
2015-12-07,262.504822
2015-12-14,263.448883
2015-12-21,270.587036
2015-12-28,275.330719
2016-01-04,282.059265
2016-01-11,276.049988
2016-01-18,270.459534
2016-01-25,282.769379
2016-02-01,262.620392
2016-02-08,259.378998
2016-02-15,272.571960
2016-02-22,279.309509
2016-02-29,281.995483
2016-03-07,289.534332
2016-03-14,289.128448
2016-03-21,293.697571
2016-03-28,302.112518
2016-04-04,298.495667
2016-04-11,296.765015
2016-04-18,294.851318
2016-04-25,302.487854
2016-05-02,308.540405
2016-05-09,315.325439
2016-05-16,315.902344
2016-05-23,335.643951
2016-05-30,335.634155
2016-06-06,340.797150
2016-06-13,344.736115
2016-06-20,345.997040
2016-06-27,356.056213
2016-07-04,358.421509
2016-07-11,349.696747
2016-07-18,346.834473
2016-07-25,343.162384
2016-08-01,336.379608
2016-08-08,339.637604
2016-08-15,337.125000
2016-08-22,335.661774
2016-08-29,343.505737
2016-09-05,335.479004
2016-09-12,331.252930
2016-09-19,332.704803
2016-09-26,333.139374
2016-10-03,324.668762
2016-10-10,334.498749
2016-10-17,342.072449
2016-10-24,328.256714
2016-10-31,314.894196
2016-11-07,300.588379
2016-11-14,308.162079
2016-11-21,315.892120
2016-11-28,307.449921
2016-12-05,321.721619
2016-12-12,325.412720
2016-12-19,331.558380
2016-12-26,332.302155
2017-01-02,344.463257
2017-01-09,348.609985
2017-01-16,356.345551
2017-01-23,356.057281
2017-01-30,357.786713
2017-02-06,359.302185
2017-02-13,347.987091
2017-02-20,352.970612
2017-02-27,351.179413
2017-03-06,354.422974
2017-03-13,351.132629
2017-03-20,362.770416
2017-03-27,374.249207
2017-04-03,375.529846
2017-04-10,373.071442
2017-04-17,375.623291
2017-04-24,390.448608
2017-05-01,398.440796
2017-05-08,402.946350
2017-05-15,398.898834
2017-05-22,412.434143
2017-05-29,417.287598
2017-06-05,412.488464
2017-06-12,401.284332
2017-06-19,407.661163
2017-06-26,403.049896
2017-07-03,397.546387
2017-07-10,411.070343
2017-07-17,414.582764
2017-07-24,420.649750
2017-07-31,418.470917
2017-08-07,411.718384
2017-08-14,422.621979
2017-08-21,437.827057
2017-08-28,439.564575
2017-09-04,435.828949
2017-09-11,429.517914
2017-09-18,416.641144
2017-09-25,421.018280
2017-10-02,423.404968
2017-10-09,436.602539
2017-10-16,442.205994
2017-10-23,430.649933
2017-10-30,459.082581
2017-11-06,454.894104
2017-11-13,446.017120
2017-11-20,449.070404
2017-11-27,444.419342
2017-12-04,428.533691
2017-12-11,433.705750
2017-12-18,423.048981
2017-12-25,429.319916
2018-01-01,425.786560
2018-01-08,412.960632
2018-01-15,414.798340
2018-01-22,418.303192
2018-01-29,414.286804
2018-02-05,403.355377
2018-02-12,382.032349
2018-02-19,374.018524
2018-02-26,363.809509
2018-03-05,376.520294
2018-03-12,400.083771
2018-03-19,382.732758
2018-03-26,398.416351
2018-04-02,387.839935
2018-04-09,382.513611
2018-04-16,386.906128
2018-04-23,401.284332
2018-04-30,384.828979
2018-05-07,382.932892
2018-05-14,367.658966
2018-05-21,369.745636
2018-05-28,382.623352
2018-06-04,386.591309
2018-06-11,382.192047
2018-06-18,401.456909
2018-06-25,412.028656
2018-07-02,427.181763
2018-07-09,425.006042
2018-07-16,416.178741
2018-07-23,424.785614
2018-07-30,436.507477
2018-08-06,419.073273
2018-08-13,420.539642
2018-08-20,412.153229
2018-08-27,420.195038
2018-09-03,415.339172
2018-09-10,431.766235
2018-09-17,425.542236
2018-09-24,417.073425
2018-10-01,402.072296
2018-10-08,381.473480
2018-10-15,399.172302
2018-10-22,371.145142
2018-10-29,378.091675
2018-11-05,370.875366
2018-11-12,374.430573
2018-11-19,368.659698
2018-11-26,373.389099
2018-12-03,374.542328
2018-12-10,374.959076
2018-12-17,339.498352
2018-12-24,341.959961
2018-12-31,342.870972
2019-01-07,359.966522
2019-01-14,363.106537
2019-01-21,358.037994
2019-01-28,384.146484
2019-02-04,383.603790
2019-02-11,408.384644
2019-02-18,415.313965
2019-02-25,419.432770
2019-03-04,419.502838
2019-03-11,430.449005
2019-03-18,440.089050
2019-03-25,441.707123
2019-04-01,454.826904
2019-04-08,451.668793
2019-04-15,435.156952
2019-04-22,441.599823
2019-04-29,464.934814
2019-05-06,467.693329
2019-05-13,477.888947
2019-05-20,483.971252
2019-05-27,475.951080
2019-06-03,489.481415
2019-06-10,499.592407
2019-06-17,497.799408
2019-06-24,494.076385
2019-07-01,507.685059
2019-07-08,507.518494
2019-07-15,496.349396
2019-07-22,478.909882
2019-07-29,513.475403
2019-08-05,541.231567
2019-08-12,540.634033
2019-08-19,538.292297
2019-08-26,547.436707
2019-09-02,545.281555
2019-09-09,528.266357
2019-09-16,557.444946
2019-09-23,567.453308
2019-09-30,572.403381
2019-10-07,557.602478
2019-10-14,567.246704
2019-10-21,556.746338
2019-10-28,553.301941
2019-11-04,521.879578
2019-11-11,541.660034
2019-11-18,548.716064
2019-11-25,560.307861
2019-12-02,552.736267
2019-12-09,545.471130
2019-12-16,571.042603
2019-12-23,575.777222
2019-12-30,578.367065
2020-01-06,587.144531
2020-01-13,581.213806
2020-01-20,585.128052
2020-01-27,582.923767
2020-02-03,599.006104
2020-02-10,641.163818
2020-02-17,648.419067
2020-02-24,566.189209
2020-03-02,604.137085
2020-03-09,616.464600
2020-03-16,502.747833
2020-03-23,589.844360
2020-03-30,620.037781
2020-04-06,681.824219
2020-04-13,689.774536
2020-04-20,679.997864
2020-04-27,665.854004
2020-05-04,673.109558
2020-05-11,653.754761
2020-05-18,665.030212
2020-05-25,695.226501
2020-06-01,671.179626
2020-06-08,674.308838
2020-06-15,708.978943
2020-06-22,684.174683
2020-06-29,715.934875
2020-07-06,714.121155
2020-07-13,721.734802
2020-07-20,734.849487
2020-07-27,782.773804
2020-08-03,788.972412
2020-08-10,759.384705
2020-08-17,779.475220
2020-08-24,779.710022
